date,regime_label,proba_up,position,turnover,cost,market_return,strategy_return,equity,benchmark_equity
2023-09-21,High Volatility,0.5128949284553528,1,0,0.0,-0.0022982374027607495,-0.0022982374027607495,0.9981910336223726,1.7062253286285969
2023-09-22,Bull,0.8869051337242126,1,0,0.0,0.0040149942038066174,0.0040149942038066174,1.0022068211238297,1.713089584185483
2023-09-25,Bull,0.8182424902915955,1,0,0.0,-0.014844165482264943,-0.014844165482264943,0.9874397706521008,1.6878480074778996
2023-09-26,High Volatility,0.40137502551078796,0,1,0.0007,0.00022928777229479233,-0.0007,0.9867488046789493,1.6882350547584153
2023-09-27,High Volatility,0.4479711949825287,0,0,0.0,0.005875877143000698,0.0,0.9867488046789493,1.6981841176392312
2023-09-28,High Volatility,0.5541184544563293,1,1,0.0007,-0.002713259648289315,-0.003413259648289315,0.983386516246973,1.6935827483751051
2023-09-29,High Volatility,0.6425775289535522,1,0,0.0,7.936440615299324e-05,7.936440615299324e-05,0.9834645652309685,1.6937171638980344
2023-10-02,High Volatility,0.5711500644683838,1,0,0.0,-0.013839395863449198,-0.013839395863449198,0.9699477577573395,1.6704385938014963
2023-10-03,High Volatility,0.5918272733688354,1,0,0.0,0.008077047607828946,0.008077047607828946,0.9778137963939991,1.6839854414682105
2023-10-04,High Volatility,0.4578566551208496,0,1,0.0007,-0.0013048811469951228,-0.0007,0.9771295662450148,1.6817894736639103
2023-10-05,Low Volatility,0.7111539244651794,1,1,0.0007,0.011745642093961117,0.011045642093961118,0.9879824177270548,1.7016596363684044
2023-10-06,High Volatility,0.4653993844985962,0,1,0.0007,0.006284068119387409,-0.0007,0.9872910720338685,1.7123866507836498
2023-10-09,High Volatility,0.40819960832595825,0,0,0.0,0.005194476099985354,0.0,0.9872910720338685,1.7213047446751102
2023-10-10,High Volatility,0.5938137173652649,1,1,0.0007,0.004283819500095073,0.0035838195000950732,0.9908356928768872,1.7286943200088396
2023-10-11,Low Volatility,0.6657562255859375,1,0,0.0,-0.006266024940654918,-0.006266024940654918,0.9846465027735409,1.7178961444343965
2023-10-12,Low Volatility,0.6542593240737915,1,0,0.0,-0.005031495660219892,-0.005031495660219892,0.9797047009208021,1.7092742660999225
2023-10-13,High Volatility,0.6061034202575684,1,0,0.0,0.010538642302589985,0.010538642302589985,0.9900840544095296,1.7273829490534307
2023-10-16,High Volatility,0.7688348889350891,1,0,0.0,-9.824987944376507e-05,-9.824987944376507e-05,0.989986783549048,1.7272132422239073
2023-10-17,Bull,0.7324607372283936,1,0,0.0,-0.013490408251151898,-0.013490408251151898,0.9767211383456673,1.7040688948016285
2023-10-18,High Volatility,0.5006787776947021,1,0,0.0,-0.008519032328057976,-0.008519032328057976,0.968435761198943,1.6896135370509537
2023-10-19,High Volatility,0.36695951223373413,0,1,0.0007,-0.012665149196155915,-0.0007,0.9677580933775127,1.6683492713116579
2023-10-20,High Volatility,0.5164029002189636,1,1,0.0007,-0.0016869920654349177,-0.0023869920654349176,0.9654508173077156,1.6655371520069855
2023-10-23,Low Volatility,0.7810800671577454,1,0,0.0,0.0072395235196288195,0.0072395235196288195,0.9724655823475358,1.6776385988927012
2023-10-24,Low Volatility,0.636663019657135,1,0,0.0,-0.014443434657238052,-0.014443434657238052,0.9585207870434399,1.6535818844130639
2023-10-25,Low Volatility,0.7928216457366943,1,0,0.0,-0.011903081205584871,-0.011903081205584871,0.9471790708730192,1.6340158440610224
2023-10-26,Low Volatility,0.6807365417480469,1,0,0.0,-0.00481183857862075,-0.00481183857862075,0.942632345905057,1.6261721101096478
2023-10-27,Low Volatility,0.7364235520362854,1,0,0.0,0.011938474300285915,0.011938474300285915,0.9539533814244544,1.6457024734577554
2023-10-30,Low Volatility,0.6707994937896729,1,0,0.0,0.006454084821688244,0.006454084821688244,0.9601301888422686,1.6563583267138027
2023-10-31,Low Volatility,0.3180912137031555,0,1,0.0007,0.010451194990191868,-0.0007,0.9594583328870975,1.6737600264434098
2023-11-01,Low Volatility,0.27315741777420044,0,0,0.0,0.018682938934086474,0.0,0.9594583328870975,1.7053247253401032
2023-11-02,High Volatility,0.5691248774528503,1,1,0.0007,0.00934988354455146,0.00864988354455146,0.967793533017399,1.7213440858037727
2023-11-03,Low Volatility,0.665841281414032,1,0,0.0,0.0017514577241005862,0.0017514577241005862,0.9694900677468736,1.7243615889419026
2023-11-06,High Volatility,0.5576566457748413,1,0,0.0,0.0028360934017119537,0.0028360934017119537,0.9722435348303406,1.7292589809143453
2023-11-07,High Volatility,0.3909789025783539,0,1,0.0007,0.0010044110324198868,-0.0007,0.9715632025000552,1.730996740278932
2023-11-08,Bull,0.6135798096656799,1,1,0.0007,-0.008116690699068705,-0.008816690699068704,0.9630348812792056,1.7170036407900386
2023-11-09,Low Volatility,0.6241161823272705,1,0,0.0,0.015495759270772258,0.015495759270772258,0.9780740587749905,1.7438171270060836
2023-11-10,Low Volatility,0.7537577748298645,1,0,0.0,-0.0008361884413700847,-0.0008361884413700847,0.977256546397074,1.7423595767588806
2023-11-13,Bull,0.7637866139411926,1,0,0.0,0.01889537047457725,0.01889537047457725,0.9958977323206176,1.775595116531701
2023-11-14,Low Volatility,0.5630710124969482,1,0,0.0,0.0015957382078471765,0.0015957382078471765,0.997488193025154,1.778430763374103
2023-11-15,Bull,0.35914090275764465,0,1,0.0007,0.0011897193967137305,-0.0007,0.9967901956176306,1.7805478560724088
2023-11-16,Bull,0.4316088557243347,0,0,0.0,0.0012812279371779871,0.0,0.9967901956176306,1.7828306057781698
